i,verified_grade,title,vertical,platform,url,groups,est_calls,orig_v2_grade,audit
603,express,Long-Form YouTube Video Editor,Education & Children,Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Long-Form-YouTube-Video-Editor-40485021,video|photo|express,8,express,confirm
607,express,Masterclass Video Editing Specialist,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Masterclass%20Video%20Editing%20Specialist,video|audio,6,express,confirm
609,express,Membership card design,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Membership%20card%20design,express|datamerge,6,express,confirm
610,express,Minimalist Colorful PDF Design on Canva,Education & Children,Freelancer.com,https://www.freelancer.com/projects/canva/Minimalist-Colorful-PDF-Design-Canva,express|layout,9,express,confirm
612,express,Modern Academic Portfolio Design,Education & Children,Freelancer.com,https://www.freelancer.com/projects/figma/Modern-Academic-Portfolio-Design,express|layout,8,express,confirm
614,express,Monthly Fast-Paced Reel Editing,Education & Children,Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Monthly-Fast-Paced-Reel-Editing,video|express,8,express,confirm
619,express,Need to build a creative resume,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Need%20to%20build%20a%20creative%20resume,express,4,express,confirm
626,express,PowerPoint Designer + Document Editor,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Designer%20+%20Document%20Editor,express|layout,7,express,confirm
627,express,PowerPoint Presentation Designer & Content Editor (Workbooks + Training Materials),Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Designer%20&%20Content%20Editor%20(Workboo,express|layout,8,express,confirm
628,express,PowerPoint Presentation Designer Needed to Professionalize Training Deck,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=PowerPoint%20Presentation%20Designer%20Needed%20to%20Professionalize%2,express|layout,8,express,confirm
630,express,Premium Handcrafted Goods Packaging Design,Education & Children,Freelancer.com,https://www.freelancer.com/projects/packaging-design/Premium-Handcrafted-Goods-Packaging,express|layout|stock,8,express,confirm
631,express,Preschool Reels & Posts Editing,Education & Children,Freelancer.com,https://www.freelancer.com/projects/animation/Preschool-Reels-Posts-Editing,video|express,8,express,confirm
632,express,Presentation Designer to Build a Branded Keynote Deck in PowerPoint,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Presentation%20Designer%20to%20Build%20a%20Branded%20Keynote%20Deck%20,express|layout,9,express,confirm
633,express,Print Marketing Designer Needed for Luxury Educational Services Direct Mail Campaign,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Print%20Marketing%20Designer%20Needed%20for%20Luxury%20Educational%20S,express|layout|datamerge,10,express,confirm
641,express,Sales Brochure for Gunshot Detection Device,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Sales%20Brochure%20for%20Gunshot%20Detection%20Device,express|layout|stock,9,express,confirm
642,express,Shopify Banner Design for Kids' Scooters,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Shopify%20Banner%20Design%20for%20Kids'%20Scooters,express|photo|stock,6,express,confirm
646,express,Soccer Highlight Reel Creation,Education & Children,Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Soccer-Highlight-Reel-Creation-40492415,video,4,express,confirm
647,express,Social Media,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media,express|video|stock,9,express,confirm
648,express,Social Media & Online Marketing Content assistant,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20&%20Online%20Marketing%20Content%20assistant,express|video|layout,10,express,confirm
649,express,Social Media Carousel Design for School,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Carousel%20Design%20for%20School,express|stock,9,express,confirm
650,express,Social Media Content Creator & Video Editor,Education & Children,Freelancer.com,https://www.freelancer.com/projects/social-media-marketing/Social-Media-Content-Creator-Video,video|photo|express,9,express,confirm
651,express,Social Media Marketing & Spotify Promotion Specialist,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20Marketing%20&%20Spotify%20Promotion%20Specialist,express|video|layout|martech,11,express,confirm
652,express,Spiritual Reels & Shorts Editing,Education & Children,Freelancer.com,https://www.freelancer.com/projects/adobe-premiere-pro/Spiritual-Reels-Shorts-Editing-40485606,video,5,express,confirm
655,express,Teacher Reward Stickers Design,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Teacher%20Reward%20Stickers%20Design,express|stock|datamerge,7,express,confirm
657,express,Thumbnail Designer,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Thumbnail%20Designer,photo|express|board,6,partial,under_claim
659,express,Tutorial Video Intro Motion Graphics,Education & Children,Freelancer.com,https://www.freelancer.com/projects/audio-editing/Tutorial-Video-Intro-Motion-Graphics,video|express|audio,7,express,confirm
663,express,Urgent Enrollment Form Design,Education & Children,Freelancer.com,https://www.freelancer.com/projects/pdf/Urgent-Enrollment-Form-Design,,0,no,under_claim
666,express,Video Editor,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor,video|express,6,express,confirm
668,express,Video Editor + Motion Graphics Animator,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20+%20Motion%20Graphics%20Animator,video|express|audio,9,express,confirm
669,express,Video Editor + Motion Graphics Creator — American Football Educational Course (30 Videos),Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20Motion%20Graphics%20Cre,video|express|audio,12,express,confirm
670,express,Video Editor Needed for 32-Second Cinematic Streetwear Brand Trailer,Education & Children,Upwork,https://www.upwork.com/nx/search/jobs/?q=Video%20Editor%20Needed%20for%2032-Second%20Cinematic%20Streetwear%20B,video|express|audio|stock,9,express,confirm
677,express,YouTube Sci-Fi Explainer Editor,Education & Children,Freelancer.com,https://www.freelancer.com/projects/sound-design/YouTube-Sci-Explainer-Editor,video|express,7,express,confirm
681,express,YouTube thumbnail,Education & Children,Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/YouTube-thumbnail-40489362,photo|express|board,5,partial,under_claim
683,express,2026 -promotional stickers,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=2026%20-promotional%20stickers,express|layout|stock,8,express,confirm
685,express,70th Birthday Graphic for T-Shirt,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=70th%20Birthday%20Graphic%20for%20T-Shirt,photo|express|board,7,partial,under_claim
694,express,AristiCon 2026 Cybersecurity Themed T-Shirt Design,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/ai-art-creation/AristiCon-Cybersecurity-Themed-Shirt,express|photo|stock,6,express,confirm
698,express,Bold Typography Graphic Tees Design,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/typography/Bold-Typography-Graphic-Tees-Design,express|photo,5,express,confirm
702,express,Canva Designer Needed for Clothing Brand,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Canva%20Designer%20Needed%20for%20Clothing%20Brand,express|stock,7,express,confirm
711,express,Create Engaging Banner Ads for App,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Create%20Engaging%20Banner%20Ads%20for%20App,express|photo|stock,8,express,confirm
714,express,Creative Streetwear T-Shirt Designer Needed for Wearable Typography & Everyday Humor Brand,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Creative%20Streetwear%20T-Shirt%20Designer%20Needed%20for%20Wearable%2,express|photo,6,express,confirm
721,express,Design for t-shirt printing (Company branding),Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Design%20for%20t-shirt%20printing%20(Company%20branding),express|photo,5,express,confirm
724,express,Digital Imitation Jewellery Catalogue,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/adobe-photoshop/Digital-Imitation-Jewellery-Catalogue,express|layout|photo|datamerge,12,express,confirm
726,express,Ecom Video Editor for Meta & TikTok Ads,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Ecom%20Video%20Editor%20for%20Meta%20&%20TikTok%20Ads,video|express|audio|stock,10,express,confirm
728,express,"Ecommerce marketing specialist needed — jewelry brand, Shopify, Meta ads",Fashion & Apparel,Upwork,"https://www.upwork.com/nx/search/jobs/?q=Ecommerce%20marketing%20specialist%20needed%20—%20jewelry%20brand,%20S",video|express|photo|martech,11,express,confirm
735,express,Experienced T-Shirt Designer for Print-Ready Merch (POD & E-commerce),Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Experienced%20T-Shirt%20Designer%20for%20Print-Ready%20Merch%20(POD%20,express|photo,5,express,confirm
736,express,Family Reunion T-Shirt Design,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Family%20Reunion%20T-Shirt%20Design,express|photo|stock,6,express,confirm
737,express,Fashion Ad Creative Designer — Video & Static Ads for Women's Fashion E-Commerce,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Fashion%20Ad%20Creative%20Designer%20—%20Video%20&%20Static%20Ads%20fo,video|express|photo|stock,12,express,confirm
739,express,Fashion Brand Graphics/ Creative Assets,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/branding/Fashion-Brand-Graphics-Creative-Assets,express|photo|layout|martech,11,express,confirm
742,express,Footwear Packaging Design (shoe box) Needed,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Footwear%20Packaging%20Design%20(shoe%20box)%20Needed,express|layout|stock,8,express,confirm
745,express,Graphic Artist for T-Shirt Designs,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Artist%20for%20T-Shirt%20Designs,express|photo,5,express,confirm
747,express,Graphic Designer / Apparel Designer (T-Shirts & Merchandise) – Premium Outdoor Lifestyle Brand,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/,express|photo|stock,7,express,confirm
748,express,Graphic Designer Needed for Social Media Content,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20Needed%20for%20Social%20Media%20Content,express|photo|stock,9,express,confirm
749,express,Graphic Designer for Clothing,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Clothing,express|photo,6,express,confirm
751,express,Graphic Designer for Ethnic Brand,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/digital-marketing/Graphic-Designer-for-Ethnic-Brand,express|photo|stock,7,express,confirm
752,express,Graphic Designer for Jewelry Store,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Jewelry%20Store,express|photo|stock,6,express,confirm
753,express,Graphic Designer for Social Media Ads,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20Social%20Media%20Ads,express|photo|stock,7,express,confirm
754,express,Graphic Designer for T-Shirt Design,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20T-Shirt%20Design,express|photo,5,express,confirm
755,express,Graphic Designer for T-Shirts and Hoodies,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer%20for%20T-Shirts%20and%20Hoodies,express|photo,6,express,confirm
756,express,Graphic Designer: T-Shirts & Apparel (Mid-Entry Level),Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Graphic%20Designer:%20T-Shirts%20&%20Apparel%20(Mid-Entry%20Level),express|photo,6,express,confirm
761,express,Jewellery Branding & Poster Design,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/branding/Jewellery-Branding-Poster-Design,express|photo|stock,8,express,confirm
788,express,Luxury Abaya Fashion Brand Social Media Management,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/social-media-management/Luxury-Abaya-Fashion-Brand-Social,express|video|photo,12,express,confirm
789,express,Luxury Brand Identity Suite,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/photography/Luxury-Brand-Identity-Suite,express|photo|layout,12,express,confirm
790,express,Luxury E-commerce Brand Visuals,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/web-design/Luxury-commerce-Brand-Visuals,express|photo|layout,12,express,confirm
791,express,Luxury Fashion Event Invitation,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Luxury%20Fashion%20Event%20Invitation,express,4,express,confirm
793,express,Magazine Layout Designer (Editorial) with Men's Magazine or Women's Magazine or Fashion Experience,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Magazine%20Layout%20Designer%20(Editorial)%20with%20Men's%20Magazine%2,layout|photo,10,express,confirm
804,express,Modern Religious T-Shirt,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Modern%20Religious%20T-Shirt,express,4,express,confirm
811,express,Oversize T-Shirt Design for Product Launch,Fashion & Apparel,Freelancer.com,https://www.freelancer.com/projects/fashion-design/Oversize-Shirt-Design-for-Product,express|photo,5,express,confirm
817,express,Poster Design for Handbags,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Poster%20Design%20for%20Handbags,express|photo|stock,6,express,confirm
824,express,Resume Revision for Client Success Manager,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/,express|layout,6,express,confirm
825,express,Shopify banner creation,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Shopify%20banner%20creation,express|photo|stock,6,express,confirm
826,express,Shopify banner design,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Shopify%20banner%20design,express|photo,8,express,confirm
827,express,Social Media and Design Specialist,Fashion & Apparel,Upwork,https://www.upwork.com/nx/search/jobs/?q=Social%20Media%20and%20Design%20Specialist,express|video|photo,12,express,confirm
